component,date,value,title,vintage_date,units,freq,seas_adj,updated
CUSR0000SAF11,2018-09-01,240.147,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2018-10-01,239.655,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2018-11-01,240.164,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2018-12-01,240.87,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-01-01,241.181,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-02-01,241.972,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-03-01,242.33,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-04-01,241.26,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-05-01,241.73,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-06-01,241.265,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-07-01,241.26,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-08-01,241.11,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-09-01,241.705,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-10-01,242.236,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-11-01,242.716,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2019-12-01,242.732,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-01-01,242.993,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-02-01,243.979,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-03-01,244.861,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-04-01,250.982,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-05-01,253.242,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-06-01,254.657,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-07-01,252.344,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-08-01,252.293,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-09-01,251.643,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-10-01,251.945,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-11-01,251.551,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2020-12-01,252.324,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2021-01-01,252.007,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2021-02-01,252.656,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2021-03-01,252.927,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2021-04-01,254.029,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2021-05-01,254.931,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2021-06-01,257.052,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2021-07-01,258.782,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SAF11,2021-08-01,259.739,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-01-01,130.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-02-01,131.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-03-01,131.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-04-01,132.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-05-01,133,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-06-01,133.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-07-01,133.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-08-01,134.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-09-01,134.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-10-01,135,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-11-01,135.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1990-12-01,135.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-01-01,136,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-02-01,136.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-03-01,136.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-04-01,137,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-05-01,137.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-06-01,137.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-07-01,138.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-08-01,138.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-09-01,138.9,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-10-01,139.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-11-01,139.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1991-12-01,139.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-01-01,139.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-02-01,140,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-03-01,140.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-04-01,140.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-05-01,140.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-06-01,140.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-07-01,140.7,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-08-01,140.9,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-09-01,141.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-10-01,141.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-11-01,141.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1992-12-01,141.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-01-01,142,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-02-01,142.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-03-01,142.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-04-01,142.7,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-05-01,142.9,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-06-01,143.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-07-01,143.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-08-01,143.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-09-01,143.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-10-01,144,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-11-01,144.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1993-12-01,144.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-01-01,144.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-02-01,144.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-03-01,144.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-04-01,145.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-05-01,145.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-06-01,145.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-07-01,145.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-08-01,145.9,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-09-01,146.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-10-01,146.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-11-01,146.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1994-12-01,147.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-01-01,147.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-02-01,147.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-03-01,148.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-04-01,148.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-05-01,148.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-06-01,148.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-07-01,149.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-08-01,149.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-09-01,149.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-10-01,150,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-11-01,150.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1995-12-01,150.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-01-01,150.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-02-01,150.9,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-03-01,151.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-04-01,151.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-05-01,152,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-06-01,152.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-07-01,152.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-08-01,153.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-09-01,153.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-10-01,154.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-11-01,154.7,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1996-12-01,155,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-01-01,155.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-02-01,155.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-03-01,156,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-04-01,156.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-05-01,156.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-06-01,156.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-07-01,157.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-08-01,157.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-09-01,157.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-10-01,158.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-11-01,158.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1997-12-01,159,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-01-01,159.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-02-01,159.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-03-01,159.9,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-04-01,160.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-05-01,160.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-06-01,160.7,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-07-01,161.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-08-01,161.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-09-01,162.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-10-01,162.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-11-01,162.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1998-12-01,163,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-01-01,163.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-02-01,163.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-03-01,164.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-04-01,164.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-05-01,164.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-06-01,164.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-07-01,165.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-08-01,165.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-09-01,165.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-10-01,166.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-11-01,166.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,1999-12-01,166.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-01-01,167.2,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-02-01,167.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-03-01,167.9,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-04-01,168.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-05-01,168.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-06-01,168.6,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-07-01,169.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-08-01,169.5,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-09-01,170,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-10-01,170.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-11-01,170.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2000-12-01,170.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2001-01-01,171.4,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2001-02-01,171.8,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2001-03-01,172.3,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2001-04-01,172.7,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
CUSR0000SEFV,2001-05-01,173.1,Consumer Price Index for All Urban Consumers: Food Away from Home in U.S. City Average,Current,Index 1982-1984=100,M,SA,14-09-21
