date,fips,mmwr_week,recip_county,recip_state,series_complete_pop_pct,series_complete_yes,series_complete_12plus,series_complete_12plus_pop_pct,series_complete_18plus,series_complete_18plus_pop_pct,series_complete_65plus,series_complete_65plus_pop_pct,completeness_pct,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_12plus,administered_dose1_recip_12plus_pop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18plus_pop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65plus_pop_pct,svi_ctgy,series_complete_pop_pct_svi,series_complete_12plus_pop_pct_svi,series_complete_18plus_pop_pct_svi,series_complete_65plus_pop_pct_svi
07/04/2021,22057,27,Lafourche Parish,LA,27.8,27096,27096,32.8,26659,35.5,9736,62.5,95.9,29536,30.3,29534,35.7,28937,38.5,10664,68.5,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,13023,27,Bleckley County,GA,4.2,535,535,4.8,518,5,152,6.9,53.2,538,4.2,NA,0,NA,0,154,7,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
07/04/2021,20019,27,Chautauqua County,KS,31.6,1027,1027,36.3,1022,39.2,482,53.4,93.2,1102,33.9,1102,38.9,1093,41.9,504,55.8,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,05117,27,Prairie County,AR,26.6,2142,2141,30.8,2122,33.1,922,47.8,89.1,2658,33,2657,38.2,2620,40.9,1112,57.7,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
07/04/2021,12061,27,Indian River County,FL,49.6,79321,79319,55.1,78077,57.9,44204,81.7,98.7,96847,60.6,96825,67.2,95076,70.5,53277,98.4,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,35027,27,Lincoln County,NM,32.9,6437,6437,37.3,6307,39.4,2437,42.6,82.1,NA,0,NA,0,NA,0,NA,0,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
07/04/2021,39073,27,Hocking County,OH,36,10176,10176,41.9,9890,44.7,3902,70.9,97.6,10269,36.3,10269,42.2,9942,44.9,3960,72,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,29187,27,St. Francois County,MO,29.9,20074,20074,34.5,19736,37.2,6875,61.5,90.6,22923,34.1,22921,39.4,22468,42.3,7774,69.6,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,16003,27,Adams County,ID,32.5,1396,NA,NA,1396,39.3,789,61.4,97.8,1518,35.4,NA,NA,1518,42.8,835,65,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,28133,27,Sunflower County,MS,34.6,8692,8692,40.3,8631,43.9,2635,73,98.3,9143,36.4,9143,42.4,9047,46,2767,76.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
07/04/2021,48447,27,Throckmorton County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Low-Mod,NA,NA,NA,NA
07/04/2021,22031,27,De Soto Parish,LA,26.2,7193,7193,30.9,7091,33.9,3074,61.3,95.9,7889,28.7,7889,33.9,7747,37,3275,65.3,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,20129,27,Morton County,KS,28.4,735,735,33.5,723,36.8,332,58.7,93.2,807,31.2,807,36.8,785,40,344,60.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,08063,27,Kit Carson County,CO,19.2,1363,1362,23,1335,25.1,401,29,75.8,NA,0,NA,0,NA,0,NA,0,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
07/04/2021,22065,27,Madison Parish,LA,25.8,2828,2828,30.8,2788,33.4,1023,62.6,95.9,3199,29.2,3199,34.8,3135,37.6,1149,70.3,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,17203,27,Woodford County,IL,40.6,15612,15577,47.8,14935,51.1,5556,77.5,97.6,18341,47.7,18289,56.1,17425,59.6,6263,87.3,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,42023,27,Cameron County,PA,46.7,2076,2076,53.1,2056,56.2,1031,82.6,93.6,2676,60.2,2676,68.5,2646,72.3,1293,99.9,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,19089,27,Howard County,IA,40.6,3717,3717,48.3,3652,53.1,1571,82.2,97.5,3881,42.4,3881,50.5,3783,55,1622,84.9,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,55023,27,Crawford County,WI,46.2,7453,7453,52.6,7215,55.9,3182,82.3,97.1,7822,48.5,7822,55.2,7525,58.3,3238,83.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,01047,27,Dallas County,AL,26.5,9866,9866,31.2,9739,34.1,4033,57.4,91.8,13389,36,13386,42.4,13157,46.1,5325,75.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,17043,27,DuPage County,IL,54.7,505129,503498,63.8,471178,65.9,121472,81.5,97.6,634770,68.8,632104,80.1,586217,81.9,145715,97.8,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,18011,27,Boone County,IN,56.7,38491,38491,68.3,35799,71.3,8747,93.6,98.6,40662,59.9,40661,72.1,37496,74.7,8962,95.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,13147,27,Hart County,GA,20.4,5339,5339,23.5,5279,25.4,2597,44.9,53.2,5949,22.7,5949,26.2,5860,28.2,2813,48.6,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
07/04/2021,56025,27,Natrona County,WY,31.2,24920,24919,37.1,24132,39.7,8904,70,96.1,28725,36,28723,42.8,27680,45.6,9635,75.8,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,05059,27,Hot Spring County,AR,27.6,9328,9323,31.7,9135,34.1,3787,58,89.1,10712,31.7,10700,36.4,10416,38.9,4168,63.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,31007,27,Banner County,NE,19.1,142,142,23.1,141,25,57,31.8,88.8,NA,0,NA,0,NA,0,NA,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,55017,27,Chippewa County,WI,44.4,28692,28692,51.6,27881,55.2,10345,86.8,97.1,30316,46.9,30316,54.5,29248,57.9,10620,89.1,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,48051,27,Burleson County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Mod-High,NA,NA,NA,NA
07/04/2021,23027,27,Waldo County,ME,56.2,22336,22335,63.6,21413,65.9,8265,89.2,96.3,23843,60,23842,67.9,22770,70.1,8584,92.7,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,48489,27,Willacy County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,High,NA,NA,NA,NA
07/04/2021,48355,27,Nueces County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,High,NA,NA,NA,NA
07/04/2021,17051,27,Fayette County,IL,21.3,4549,4549,24.6,4496,26.6,2212,53.5,97.6,5877,27.5,5873,31.8,5766,34.1,2734,66.1,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,06015,27,Del Norte County,CA,28.5,7932,7918,33,7707,35,3062,59.8,97.3,9132,32.8,9115,38,8815,40.1,3488,68.1,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,21061,27,Edmonson County,KY,28.7,3487,3487,32.4,3409,34.1,1334,51.3,93.4,3779,31.1,3778,35.1,3676,36.8,1430,55,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,13033,27,Burke County,GA,28.4,6350,6350,34.1,6248,37.5,2163,60.5,53.2,7326,32.7,7325,39.3,7138,42.9,2361,66,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,40143,27,Tulsa County,OK,42.3,275882,275879,50.9,265750,54.4,79707,82.6,93.5,314990,48.3,314970,58.1,301232,61.7,86845,90,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,20043,27,Doniphan County,KS,30.7,2333,2333,35.5,2315,38.5,987,65.7,93.2,2546,33.5,2545,38.7,2496,41.5,1031,68.6,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,08089,27,Otero County,CO,23.5,4293,4283,27.6,4143,29.8,1171,31,75.8,NA,0,NA,0,NA,0,NA,0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
07/04/2021,27139,27,Scott County,MN,52.4,78127,77821,63.2,72018,66.3,14796,87.5,95,85474,57.4,85073,69.1,78668,72.4,16111,95.3,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,41021,27,Gilliam County,OR,33.9,648,646,38.7,630,40.7,292,55.3,97.7,758,39.6,755,45.2,725,46.9,333,63.1,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,54091,27,Taylor County,WV,3.6,599,599,4.1,561,4.2,211,6,57,825,4.9,825,5.7,761,5.7,250,7.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
07/04/2021,51510,27,Alexandria city,VA,26.3,42002,41889,30.3,39947,30.6,6948,35.8,51.2,47432,29.8,47273,34.2,44944,34.4,7593,39.1,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,31015,27,Boyd County,NE,26.6,510,510,30.3,507,32.4,258,43.4,88.8,NA,0,NA,0,NA,0,NA,0,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,55111,27,Sauk County,WI,49.6,31933,31933,58.1,30695,61.6,10983,89.4,97.1,34410,53.4,34407,62.7,32799,65.8,11364,92.5,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,51021,27,Bland County,VA,6.4,405,405,7.1,402,7.5,187,12.6,51.2,470,7.5,470,8.2,464,8.7,210,14.2,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
07/04/2021,27053,27,Hennepin County,MN,58.1,735917,733568,68,693350,70.1,159300,86.7,95,803405,63.5,800327,74.2,755655,76.4,168270,91.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,50013,27,Grand Isle County,VT,66.3,4799,4799,75.2,4579,77.2,1550,99.6,73.8,5418,74.9,5417,84.9,5171,87.2,1695,99.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,19017,27,Bremer County,IA,48,12023,12023,56.1,11602,59.7,4275,85.9,97.5,12724,50.8,12724,59.3,12199,62.8,4477,90,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,05027,27,Columbia County,AR,29.1,6819,6810,33.7,6625,35.6,2563,61.6,89.1,7973,34,7962,39.4,7743,41.6,2838,68.2,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,48281,27,Lampasas County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Mod-High,NA,NA,NA,NA
07/04/2021,26037,27,Clinton County,MI,45.7,36394,36393,53.2,34396,55.5,10493,75.5,94.1,37124,46.6,37122,54.2,35972,58,10649,76.6,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,18105,27,Monroe County,IN,50.2,74537,74534,56,71245,56.9,16789,83.5,98.6,78306,52.8,78301,58.8,74566,59.5,17089,85,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,16029,27,Caribou County,ID,26.4,1887,NA,NA,1886,37.1,770,62,97.8,2012,28.1,NA,NA,2010,39.6,804,64.8,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,46087,27,McCook County,SD,35.2,1969,1969,43.5,1918,47.5,698,66,83,NA,0,NA,0,NA,0,NA,0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,40001,27,Adair County,OK,21.7,4823,4823,26.5,4706,29.1,1827,52,93.5,6403,28.9,6403,35.2,6223,38.4,2190,62.3,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
07/04/2021,53031,27,Jefferson County,WA,65.8,21192,21192,71.1,20644,72.6,10783,88.2,96.1,22198,68.9,22197,74.5,21573,75.9,11162,91.3,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,31129,27,Nuckolls County,NE,40.2,1666,1666,45.8,1645,49.3,831,73.6,88.8,NA,0,NA,0,NA,0,NA,0,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,42069,27,Lackawanna County,PA,56.6,118771,118768,65.3,113450,68.1,37456,87.9,93.6,134169,64,134155,73.8,127488,76.5,41747,97.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,48125,27,Dickens County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,High,NA,NA,NA,NA
07/04/2021,53011,27,Clark County,WA,49.3,240885,240881,58.2,227487,60.9,66441,85.2,96.1,269905,55.3,269894,65.2,252778,67.7,70221,90.1,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,44007,27,Providence County,RI,52.7,336536,336529,60.8,320267,63,85683,85.9,95.3,365469,57.2,365429,66.1,345260,68,86771,87,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
07/04/2021,48141,27,El Paso County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,High,NA,NA,NA,NA
07/04/2021,20115,27,Marion County,KS,36.8,4369,4369,42.4,4240,45.2,1915,67.6,93.2,4845,40.8,4845,47.1,4681,49.9,2034,71.8,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,31183,27,Wheeler County,NE,21.6,169,169,24.9,169,26.7,83,37.2,88.8,NA,0,NA,0,NA,0,NA,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,36015,27,Chemung County,NY,45.6,38053,38051,52.9,36301,55.2,12225,75.1,97.4,40838,48.9,40834,56.8,38780,59,13032,80,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,13299,27,Ware County,GA,15.5,5537,5536,18.5,5482,20.3,2315,36.9,53.2,6329,17.7,6327,21.2,6221,23,2589,41.3,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
07/04/2021,15005,27,Kalawao County,HI,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Low-Mod,NA,NA,NA,NA
07/04/2021,28161,27,Yalobusha County,MS,42.1,5098,5097,49.1,5034,53.3,2169,85.2,98.3,5281,43.6,5280,50.9,5184,54.9,2238,87.9,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,22017,27,Caddo Parish,LA,32.1,77103,77097,38.1,75482,41,29654,69.6,95.9,85990,35.8,85980,42.5,83613,45.5,31784,74.6,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
07/04/2021,21229,27,Washington County,KY,39,4712,4712,46,4606,49.5,1682,75.3,93.4,5134,42.4,5134,50.2,4985,53.5,1815,81.2,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,30043,27,Jefferson County,MT,38.8,4745,4745,44.3,4582,47.1,1995,73.4,95.5,5216,42.7,5216,48.7,5020,51.6,2138,78.7,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,51109,27,Louisa County,VA,2.6,989,988,3,981,3.3,407,5.3,51.2,1174,3.1,1173,3.6,1161,3.9,477,6.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
07/04/2021,39009,27,Athens County,OH,40,26150,26150,44.1,25235,45.1,6870,77.1,97.6,26483,40.5,26483,44.7,25416,45.5,7100,79.6,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,05107,27,Phillips County,AR,29.8,5307,5305,36.1,5228,39.6,2138,61.6,89.1,6121,34.4,6117,41.6,5984,45.3,2363,68.1,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,13199,27,Meriwether County,GA,16.4,3474,3474,19.1,3426,20.5,1541,35,53.2,3824,18.1,3823,21,3733,22.3,1657,37.6,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
07/04/2021,17111,27,McHenry County,IL,45.5,139940,139611,53,131960,55.8,35917,76.6,97.6,180401,58.6,179806,68.2,167958,71,43438,92.6,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,56043,27,Washakie County,WY,29.8,2323,2323,34.3,2270,37.7,1181,68.3,96.1,2517,32.2,2517,37.2,2451,40.7,1259,72.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,12053,27,Hernando County,FL,38.6,74766,74765,43.6,73276,46.2,38289,71.8,98.7,84690,43.7,84675,49.4,82636,52.1,41711,78.2,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,45003,27,Aiken County,SC,32.2,54962,54902,37.3,53674,40,21799,64.1,93.5,62675,36.7,62570,42.5,60891,45.3,24007,70.6,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,01063,27,Greene County,AL,32.3,2620,2620,37.7,2599,41,1180,62.4,91.8,3424,42.2,3423,49.2,3378,53.3,1472,77.9,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
07/04/2021,45075,27,Orangeburg County,SC,36.6,31514,31484,42.6,30973,45.9,12899,73.5,93.5,35916,41.7,35863,48.5,35039,51.9,14100,80.3,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
07/04/2021,30075,27,Powder River County,MT,16.2,272,272,18,271,19.4,158,33.9,95.5,291,17.3,291,19.3,290,20.7,166,35.6,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,31101,27,Keith County,NE,26.1,2094,2094,30,2066,32.4,1033,47.5,88.8,NA,0,NA,0,NA,0,NA,0,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,46097,27,Miner County,SD,40.4,895,895,47.7,891,52.9,402,86.5,83,939,42.4,NA,0,NA,0,NA,0,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,48415,27,Scurry County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Mod-High,NA,NA,NA,NA
07/04/2021,23015,27,Lincoln County,ME,65.2,22591,22591,73.2,21605,75,9124,93.5,96.3,24109,69.6,24107,78.1,22989,79.8,9514,97.4,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,19155,27,Pottawattamie County,IA,43.4,40437,40437,51.2,38516,54,13143,78.6,97.5,43639,46.8,43639,55.3,41311,57.9,13678,81.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,20111,27,Lyon County,KS,40.9,13589,13589,47.9,13092,50.7,4130,79.6,93.2,14719,44.3,14719,51.9,14116,54.6,4381,84.4,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,22103,27,St. Tammany Parish,LA,39.3,102359,102358,46.3,99864,50.3,37413,82.1,95.9,109637,42.1,109630,49.5,106421,53.6,38735,85,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,20135,27,Ness County,KS,38,1045,1045,43.9,1021,46.8,509,68.9,93.2,1184,43.1,1184,49.8,1154,52.9,556,75.2,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,39057,27,Greene County,OH,49.7,83908,83907,57.5,80417,59.9,24857,83.9,97.6,92951,55,92948,63.7,88930,66.3,26613,89.8,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,48103,27,Crane County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Low-Mod,NA,NA,NA,NA
07/04/2021,20045,27,Douglas County,KS,47,57455,57454,53.4,54798,54.7,13885,88.6,93.2,74747,61.1,74736,69.4,70953,70.8,24479,99.9,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,30079,27,Prairie County,MT,30.1,324,324,34.8,321,36.6,188,52.1,95.5,340,31.6,340,36.5,336,38.3,197,54.6,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,17053,27,Ford County,IL,39.4,5104,5094,46,4887,48.7,1876,75.2,97.6,6314,48.7,6298,56.9,6012,60,2317,92.8,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,53029,27,Island County,WA,49.9,42509,42508,57.2,40977,58.7,17341,80.8,96.1,50022,58.8,50019,67.3,48005,68.8,18901,88,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,28007,27,Attala County,MS,31.9,5797,5797,38.1,5737,42.1,2665,75.3,98.3,6281,34.6,6281,41.3,6206,45.5,2830,80,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
07/04/2021,20031,27,Coffey County,KS,37.1,3033,3033,43.2,2994,46.8,1309,73,93.2,3321,40.6,3321,47.3,3261,51,1382,77,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,05023,27,Cleburne County,AR,30,7485,7484,34.1,7409,36.6,4066,59.9,89.1,8546,34.3,8544,38.9,8431,41.7,4474,65.9,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,29167,27,Polk County,MO,26.4,8498,8498,30.9,8349,33.6,3690,62.9,90.6,9712,30.2,9711,35.3,9459,38.1,3922,66.8,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,72115,27,Quebradillas Municipio,PR,56,12825,12823,62.7,12334,65.6,3426,87.9,96,14391,62.8,14386,70.4,13616,72.4,3640,93.4,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,51093,27,Isle of Wight County,VA,13.9,5141,5129,16,4830,16.4,1595,21.7,51.2,6054,16.3,6029,18.8,5666,19.3,1766,24,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
07/04/2021,48009,27,Archer County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Low,NA,NA,NA,NA
07/04/2021,01027,27,Clay County,AL,26.4,3496,3495,30.4,3479,32.9,1416,50.8,91.8,4478,33.8,4476,39,4435,42,1922,69,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
