day,bikes_hired,yday,temp,dewp,slp,stp,visib,wdsp,mxspd,gust,max_temp,min_temp,prcp,prcp_attributes,i_fog,i_rain_drizzle,i_snow_ice,i_hail,i_thunder,ea,es,rh
2012-03-09T00:00:00Z,23609,69,9.3,5.1,1035.1,31.9,13.5,4.8,7.7,NA,11.3,6,0,G,0,0,0,0,0,0.9,1.2,75
2012-03-10T00:00:00Z,24721,70,11.6,8.1,1036.7,33.6,14.8,3.8,6.2,NA,15.8,8.7,0,G,0,0,0,0,0,1.1,1.4,79.1
2012-03-11T00:00:00Z,27758,71,10.9,6.8,1037.5,34.3,12.6,1.7,2.6,NA,16.4,5,0,G,0,0,0,0,0,1,1.3,75.8
2012-03-12T00:00:00Z,28856,72,8.3,5.9,1035.1,32,5.3,1.7,3.1,NA,14.9,4,0,G,1,0,0,0,0,0.9,1.1,84.8
2012-03-13T00:00:00Z,27528,73,7.6,5.3,1034.4,31.2,6.1,1.8,3.6,NA,10.3,5.8,0.3,G,0,0,0,0,0,0.9,1,85.4
2012-03-14T00:00:00Z,28296,74,7.5,3.7,1030.5,27.5,6.4,2.2,4.1,NA,13.5,4,0,G,0,0,0,0,0,0.8,1,76.9
2012-03-15T00:00:00Z,29969,75,7.7,5.1,1024.6,21.5,3.4,2.2,5.1,NA,16.4,1,0,G,1,0,0,0,0,0.9,1,83.6
2012-03-16T00:00:00Z,26452,76,9,4.6,1018.8,15.7,10.6,5.2,7.2,NA,10,8,0,G,0,0,0,0,0,0.8,1.1,73.9
2012-03-17T00:00:00Z,13391,77,8.9,6.6,1013.1,10,11.1,4,5.7,8.7,11.1,6.9,1,F,1,0,0,0,0,1,1.1,85.5
2012-03-18T00:00:00Z,19184,78,6.3,3.3,1017.2,14.1,17.1,2.6,4.6,NA,10.4,2.6,2.3,G,1,0,0,0,0,0.8,1,81.1
2012-03-19T00:00:00Z,28391,79,6.9,0.7,1031.9,28.7,13.5,3.4,5.7,NA,14,0,0,G,0,0,0,0,0,0.6,1,64.7
2012-03-20T00:00:00Z,30817,80,9.4,3.9,1034.8,31.7,16.3,3.1,6.2,NA,15.5,3.3,0.3,G,0,0,0,0,0,0.8,1.2,68.5
2012-03-21T00:00:00Z,31175,81,10.8,4.3,1034.5,31.4,15.3,2.3,6.2,NA,16.5,6.9,0,G,1,0,0,0,0,0.8,1.3,64.2
2012-03-22T00:00:00Z,31135,82,10.8,4.2,1029.5,26.4,7.7,4.2,7.7,NA,18.2,5,0,G,0,0,0,0,0,0.8,1.3,63.7
2012-03-23T00:00:00Z,33635,83,12.5,6.6,1026.7,23.6,5.5,1.6,4.1,NA,21,6,0,G,0,0,0,0,0,1,1.4,67.3
2012-03-24T00:00:00Z,35091,84,11.7,6,1029,25.9,6.8,2.7,5.1,NA,20.1,6,0,G,0,0,0,0,0,0.9,1.4,68.1
2012-03-25T00:00:00Z,28607,85,9.4,3.9,1033.5,30.4,11.9,2.6,4.6,NA,15.8,5,0,G,1,0,0,0,0,0.8,1.2,68.5
2012-03-26T00:00:00Z,32368,86,10.3,3.2,1036.3,33.1,7.2,3.4,7.7,NA,18.9,4,0,G,0,0,0,0,0,0.8,1.3,61.4
2012-03-27T00:00:00Z,34563,87,11.4,1.2,1036.1,33,15.4,2.5,5.1,NA,19.3,4.8,0,G,0,0,0,0,0,0.7,1.3,49.5
2012-03-28T00:00:00Z,36539,88,13.3,0.3,1032.8,29.8,15.6,1.4,3.6,NA,22.8,4.1,0,G,0,0,0,0,0,0.6,1.5,41
2012-03-29T00:00:00Z,35954,89,13.3,4.1,1028.5,25.4,10.5,2.1,3.6,NA,20.4,6.1,0,G,0,0,0,0,0,0.8,1.5,53.7
2012-03-30T00:00:00Z,35666,90,11.6,6.1,1023.4,20.3,6.6,2.4,4.6,7.2,17,6.7,0,G,0,0,0,0,0,0.9,1.4,69
2012-03-31T00:00:00Z,23038,91,8.7,3.1,1020.7,17.7,14.5,3.4,5.7,NA,11.7,4,0,G,0,0,0,0,0,0.8,1.1,67.9
2012-04-01T00:00:00Z,30513,92,7.7,-0.7,1022,18.9,15.3,1.7,2.6,NA,13.7,1.8,0,G,0,0,0,0,0,0.6,1,55.3
2012-04-02T00:00:00Z,32142,93,9.6,1.6,1012,9,13.5,1.8,3.6,8.7,15.8,3,0,G,0,0,0,0,0,0.7,1.2,57.4
2012-04-03T00:00:00Z,25956,94,8.9,4,1003.3,0.3,13.7,2.8,5.7,NA,15.1,3.4,0,G,1,0,0,0,0,0.8,1.1,71.4
2012-04-04T00:00:00Z,27912,95,6.9,2.2,1007.6,4.6,15.9,2.7,6.2,NA,10.3,2.4,3,F,1,0,0,0,0,0.7,1,72
2012-04-05T00:00:00Z,24383,96,7.1,2.4,1019.2,16.1,13.2,4.1,5.7,NA,9.3,3,0.3,G,1,0,0,0,0,0.7,1,72
2012-04-06T00:00:00Z,22354,97,6.7,0.4,1015.8,12.7,20,2.6,4.6,NA,13.1,-0.9,0,G,1,0,0,0,0,0.6,1,64.2
2012-04-07T00:00:00Z,16848,98,8.7,4.2,1013.6,10.6,14.2,2.6,4.1,NA,11.2,7,0.3,G,1,0,0,0,0,0.8,1.1,73.4
2012-04-08T00:00:00Z,15717,99,10,6.4,1011.4,8.4,15.9,4,6.2,NA,14.2,6.6,0.5,G,1,0,0,0,0,1,1.2,78.3
2012-04-09T00:00:00Z,6214,100,9.8,8,1001.1,998.1,13.2,6.5,9.3,15.4,11.6,8.2,0.5,G,1,0,0,0,0,1.1,1.2,88.6
2012-04-10T00:00:00Z,24898,101,9.2,3,990.3,987.3,19,6.1,9.3,NA,14.8,5,5.3,G,1,0,0,0,0,0.8,1.2,65.2
2012-04-11T00:00:00Z,29345,102,8.2,2.3,997.4,994.4,23.2,2.7,6.7,NA,14.1,3,1.3,G,1,0,0,0,0,0.7,1.1,66.4
2012-04-12T00:00:00Z,25772,103,8,3.8,1003.1,0.1,21.1,2.1,4.1,NA,13.2,2.5,0,G,1,0,0,1,0,0.8,1.1,74.8
2012-04-13T00:00:00Z,27673,104,8,2.7,1005,2,10.9,1.9,4.6,NA,13.4,2,2.5,G,1,1,0,0,0,0.7,1.1,69.2
2012-04-14T00:00:00Z,26193,105,8.6,2.1,1008.5,5.4,18.8,3.8,6.2,NA,12.3,5,0,G,1,0,0,0,0,0.7,1.1,63.7
2012-04-15T00:00:00Z,10188,106,6.1,-0.4,1020.5,17.4,17.7,4,6.7,NA,10,3,0,F,1,0,0,0,0,0.6,0.9,63.1
2012-04-16T00:00:00Z,28188,107,6.2,-2.6,1024.4,21.3,17.2,2.9,6.7,NA,12.3,0.5,0,F,0,0,0,0,0,0.5,0.9,53.3
2012-04-17T00:00:00Z,20105,108,8.1,2.9,1002.4,999.3,20.1,6.6,10.8,NA,14.8,5,3,F,1,0,0,0,0,0.8,1.1,69.7
2012-04-18T00:00:00Z,16651,109,8.1,5.6,NA,NA,11.3,5.6,8.7,12.9,12.4,5.4,5.1,F,1,0,0,0,0,0.9,1.1,84.2
2012-04-19T00:00:00Z,18759,110,7.9,5.8,985,982,12.9,5,7.2,NA,12,6,4.1,F,1,0,0,0,0,0.9,1.1,86.6
2012-04-20T00:00:00Z,22730,111,7.9,4.6,993.2,990.2,14.6,3.8,7.7,9.3,13.1,4,7.4,F,1,0,0,0,0,0.8,1.1,79.7
2012-04-21T00:00:00Z,22014,112,8.1,2.9,996.9,993.9,17.9,4.2,9.8,NA,14.8,2.9,0.3,F,1,0,0,0,0,0.8,1.1,69.7
2012-04-22T00:00:00Z,19707,113,8.8,4.4,1002.7,999.7,16.6,4.9,8.2,NA,15.3,4,0.5,F,1,0,0,0,0,0.8,1.1,73.9
2012-04-23T00:00:00Z,19262,114,7.7,5.3,995.6,992.5,15.4,4.6,7.7,NA,10.6,6,4.1,F,1,0,0,0,0,0.9,1,84.8
2012-04-24T00:00:00Z,27522,115,9.3,3.9,997.8,994.8,14.5,3.9,5.7,NA,14.1,6.8,2,F,1,0,0,0,0,0.8,1.2,69
2012-04-25T00:00:00Z,12737,116,9,6.5,991.1,988.1,12.7,6.6,10.8,15.9,12.7,6,13,F,1,0,0,0,0,1,1.1,84.3
2012-04-26T00:00:00Z,21740,117,11.2,6.5,996.1,993.1,15.4,8.1,12.9,19,14.9,8.6,5.1,F,1,0,0,0,0,1,1.3,72.8
2012-04-27T00:00:00Z,24263,118,11.4,6.9,1010,7,15.1,4.9,7.7,NA,15.8,9,3,F,1,0,0,0,0,1,1.3,73.9
2012-04-28T00:00:00Z,7827,119,8.5,6.8,1015.3,12.2,10,4.5,7.7,11.3,10,5.7,3.6,F,1,0,0,0,0,1,1.1,89.1
2012-04-29T00:00:00Z,9951,120,9,6.4,1005.3,2.3,13.8,7.2,12.9,19,15.2,5.6,17.3,G,1,0,0,0,0,1,1.1,83.8
2012-04-30T00:00:00Z,31909,121,13.6,6.6,1012.9,9.8,17.9,6.1,7.7,11.3,19.2,8.4,5.6,G,1,0,0,0,0,1,1.6,62.6
2012-05-01T00:00:00Z,24523,122,14.1,10.4,1017.5,14.5,10.9,3.7,6.7,NA,17.6,11,0,G,1,0,0,0,0,1.3,1.6,78.4
2012-05-02T00:00:00Z,28381,123,11.1,8.2,NA,NA,9.2,2.9,5.1,NA,15,9,2.8,G,1,0,0,0,0,1.1,1.3,82.3
2012-05-03T00:00:00Z,23768,124,8.6,6.7,1012,9,10.9,2.6,3.6,NA,9.4,7.9,0,G,1,0,0,0,0,1,1.1,87.9
2012-05-04T00:00:00Z,25503,125,8.2,5.3,1007.2,4.1,12.9,2.6,4.1,NA,10,7,0,F,1,0,0,0,0,0.9,1.1,81.9
2012-05-05T00:00:00Z,16009,126,7.4,2.2,1010.1,7,18.3,4.1,5.1,9.8,10.3,5.7,0,F,1,0,0,0,0,0.7,1,69.6
2012-05-06T00:00:00Z,17160,127,7.2,1.8,1014.6,11.5,20.6,2.6,4.6,NA,9.2,4,0.3,G,1,0,0,0,0,0.7,1,68.6
2012-05-07T00:00:00Z,15227,128,9.3,6.3,1013.5,10.5,11.9,3.5,6.2,NA,14.4,3,0,G,1,0,0,0,0,1,1.2,81.5
2012-05-08T00:00:00Z,28585,129,13.3,9.4,1007.3,4.3,15,3.7,5.7,NA,18.1,10,2.3,G,1,0,0,0,0,1.2,1.5,77.2
2012-05-09T00:00:00Z,21758,130,13.2,11.6,1009,6,9.2,3.9,6.7,NA,15.3,10,0,G,1,0,0,0,0,1.4,1.5,90
2012-05-10T00:00:00Z,26164,131,15.4,13.4,1009.9,6.9,15.9,6.5,9.3,11.8,17.1,13.9,6.1,G,1,0,0,0,0,1.5,1.7,87.9
2012-05-11T00:00:00Z,31385,132,12.6,5.4,1020.2,17.2,19,6.1,9.3,NA,16.5,8,4.3,G,0,0,0,0,0,0.9,1.5,61.5
2012-05-12T00:00:00Z,30699,133,10.6,1.1,1037.1,33.9,20.6,2.9,4.6,NA,15.7,4.6,0,G,0,0,0,0,0,0.7,1.3,51.8
2012-05-13T00:00:00Z,28778,134,11.6,3.3,1029.2,26.2,17.5,4.1,7.7,NA,17.3,4,0,G,0,0,0,0,0,0.8,1.4,56.7
2012-05-14T00:00:00Z,23344,135,9.4,5.7,1016,12.9,16.6,5.3,7.2,NA,12.5,6,0,G,1,0,0,0,0,0.9,1.2,77.7
2012-05-15T00:00:00Z,18409,136,7.6,4,1017.6,14.5,14.8,4.2,7.7,13.4,12.4,5,1.5,G,1,0,0,1,0,0.8,1,78
2012-05-16T00:00:00Z,31453,137,9.6,2.2,1025.2,22.1,17.5,3.3,5.7,NA,14.9,3,4.3,G,0,0,0,0,0,0.7,1.2,60
2012-05-17T00:00:00Z,31219,138,10.9,4.3,1016.4,13.4,19.6,3.5,5.7,NA,15.5,6,0,G,1,0,0,0,0,0.8,1.3,63.8
2012-05-18T00:00:00Z,30945,139,12.6,8.2,1004.1,1.1,13.4,3.9,5.1,9.8,16.2,9,0,F,1,0,0,0,0,1.1,1.5,74.6
2012-05-19T00:00:00Z,28474,140,13.2,8.9,1009.6,6.6,10,3.4,4.6,NA,17.4,9,0,F,1,0,0,0,0,1.1,1.5,75.2
2012-05-20T00:00:00Z,22286,141,10.3,7.2,1010.9,7.8,15.1,3.9,5.1,NA,12,8.7,0,G,0,0,0,0,0,1,1.3,81.1
2012-05-21T00:00:00Z,30905,142,12.6,9,1009.9,6.9,11.1,3.5,4.6,NA,17.5,9,0,G,0,0,0,0,0,1.1,1.5,78.7
2012-05-22T00:00:00Z,36720,143,18.4,12.3,1015.4,12.5,10.5,3.2,4.6,NA,25.7,11.7,0,G,0,0,0,0,0,1.4,2.1,67.6
2012-05-23T00:00:00Z,40486,144,20.2,14.1,1023,20,10,2.2,3.1,NA,27.2,14,0,G,0,0,0,0,0,1.6,2.4,68
2012-05-24T00:00:00Z,42008,145,21.2,15.8,1025.9,23,9.3,2.5,3.6,NA,27,16,0,G,0,0,0,0,0,1.8,2.5,71.3
2012-05-25T00:00:00Z,41357,146,20.8,11.4,1023.2,20.3,14.3,5.2,10.3,NA,25.9,16,0,G,0,0,0,0,0,1.3,2.5,54.9
2012-05-26T00:00:00Z,39358,147,20.2,9,1020.1,17.2,17.5,5.5,8.7,NA,25.9,14.3,0,G,0,0,0,0,0,1.1,2.4,48.5
2012-05-27T00:00:00Z,38781,148,20.3,9.3,1018.3,15.4,19.3,3.7,6.7,NA,27.6,13.8,0,G,0,0,0,0,0,1.2,2.4,49.2
2012-05-28T00:00:00Z,40872,149,19.7,11.2,1017.9,14.9,16.1,2.8,5.1,NA,26.3,13.6,0,G,0,0,0,0,0,1.3,2.3,58
2012-05-29T00:00:00Z,37962,150,18.2,12.3,1017.6,14.6,13,2.9,4.6,NA,23.8,14,0,G,0,0,0,0,0,1.4,2.1,68.5
2012-05-30T00:00:00Z,38803,151,18.2,12.3,1017.9,14.9,11.7,3.4,8.7,NA,25.4,12.8,0,G,1,1,0,0,0,1.4,2.1,68.5
2012-05-31T00:00:00Z,35630,152,16.2,11.6,1018.8,15.8,14.6,5.1,8.2,NA,20.8,12.8,4.3,G,1,0,0,0,0,1.4,1.8,74.2
2012-06-01T00:00:00Z,34524,153,17.1,12.2,1019.2,16.2,14.6,2.9,5.1,NA,21.4,12.8,0,G,1,0,0,0,0,1.4,1.9,72.9
2012-06-02T00:00:00Z,25283,154,14.2,10.8,1014.9,11.9,9.2,4.7,6.7,NA,19.5,11.7,1,F,1,0,0,0,0,1.3,1.6,80
2012-06-03T00:00:00Z,12207,155,11.7,10.7,1007.1,4.1,6.4,4.8,6.2,NA,13,10,8.1,F,1,0,0,0,0,1.3,1.4,93.6
2012-06-04T00:00:00Z,22649,156,10.6,5.9,1013.4,10.3,13.2,3.5,5.7,NA,14.9,7,10.4,F,1,0,0,0,0,0.9,1.3,72.7
2012-06-05T00:00:00Z,15537,157,11.3,8.2,NA,NA,10.1,4.1,7.2,NA,15,7,6.1,F,1,0,0,0,0,1.1,1.3,81.2
2012-06-06T00:00:00Z,30297,158,15.2,11.4,1002.9,NA,11.4,5,7.7,12.9,18.8,11.7,3.8,F,1,0,0,0,0,1.3,1.7,78.1
2012-06-07T00:00:00Z,23066,159,14.4,11.7,NA,NA,11.1,5.2,10.8,15.4,17.8,12,9.4,F,1,0,0,0,0,1.4,1.6,83.8
2012-06-08T00:00:00Z,22224,160,13.7,9.3,998.5,995.5,12.9,10.2,14.9,24.2,16.3,12,6.1,F,1,0,0,0,0,1.2,1.6,74.8
2012-06-09T00:00:00Z,29258,161,14.4,5.9,1009.9,6.9,17.7,7.7,10.3,NA,19.5,10.8,0,F,1,0,0,0,0,0.9,1.6,56.7
2012-06-10T00:00:00Z,20876,162,13.6,9.4,NA,NA,10.8,2.7,5.1,NA,17.3,7.9,0,G,1,0,0,0,0,1.2,1.6,75.8
2012-06-11T00:00:00Z,10252,163,11.9,10.8,NA,NA,7.6,3.8,6.2,NA,13,10.6,29,F,1,0,0,0,0,1.3,1.4,93
2012-06-12T00:00:00Z,23742,164,11.8,8.2,NA,NA,12.2,3.2,5.1,NA,14.1,10,7.1,F,1,0,0,0,0,1.1,1.4,78.6
2012-06-13T00:00:00Z,34447,165,13.5,6.1,1016.2,13.2,13.5,2.2,5.1,NA,18.3,7,0,F,0,0,0,0,0,0.9,1.5,60.9
2012-06-14T00:00:00Z,31593,166,13.8,7.9,1015.2,12.2,12.7,5.1,8.2,NA,18.6,7,0,G,1,0,0,0,0,1.1,1.6,67.6
2012-06-15T00:00:00Z,30944,167,15.1,10.4,1008.1,5.1,12.6,6.6,11.3,15.4,19.3,12,7.1,F,1,0,0,0,0,1.3,1.7,73.5
2012-06-16T00:00:00Z,26300,168,15.1,9.1,1008.4,5.5,15.3,8.1,13.4,20.1,19.3,12,0,F,1,0,0,0,0,1.2,1.7,67.4
2012-06-17T00:00:00Z,28531,169,15.6,8.8,1016.2,13.2,21.4,5.9,8.2,10.8,20.4,11.8,0,F,1,0,0,0,0,1.1,1.8,63.9
2012-06-18T00:00:00Z,31089,170,14.3,8.8,1017.2,14.2,15.9,3.7,5.7,NA,19.5,11,4.6,F,1,0,0,0,0,1.1,1.6,69.5
2012-06-19T00:00:00Z,37601,171,15.5,8.7,1018.7,15.7,15.6,2.6,4.1,NA,20.5,9,0,F,0,0,0,0,0,1.1,1.8,63.9
2012-06-20T00:00:00Z,39267,172,17.3,8.5,1016.1,13.2,17.7,3.3,7.2,NA,22.7,11,0,G,0,0,0,0,0,1.1,2,56.2
2012-06-21T00:00:00Z,27052,173,15.2,12.3,1007.2,4.3,10.3,5.4,12.9,NA,20.4,11,6.1,F,1,0,0,0,0,1.4,1.7,82.8
2012-06-22T00:00:00Z,33027,174,14.8,9.8,1011.7,8.7,20.3,8.3,12.9,17.5,18.7,11,2,F,1,0,0,0,0,1.2,1.7,72
2012-06-23T00:00:00Z,26900,175,14.9,8.7,1019.7,16.7,18.8,6.3,8.7,12.9,20.2,10.8,0.3,G,1,0,0,0,0,1.1,1.7,66.4
2012-06-24T00:00:00Z,23509,176,15.9,10.9,1011,8,18.5,6.6,10.3,NA,20.9,11.6,0,G,1,0,0,0,0,1.3,1.8,72.2
2012-06-25T00:00:00Z,36337,177,17.2,10.5,1017.8,14.9,17.9,3.5,5.7,NA,22.5,11.9,0.3,G,0,0,0,0,0,1.3,2,64.7
2012-06-26T00:00:00Z,37652,178,17.8,12.2,1020,17,17.5,3.6,5.7,NA,22.3,13.8,0,G,1,0,0,0,0,1.4,2,69.7
2012-06-27T00:00:00Z,36767,179,19.3,15.7,1017.4,14.5,17.9,3.5,5.7,NA,23.1,17,0,F,1,0,0,0,0,1.8,2.2,79.7
2012-06-28T00:00:00Z,39571,180,21.4,15.7,1006.4,3.5,13.8,4.9,8.7,NA,27.6,14,0,F,1,0,0,0,0,1.8,2.5,70
2012-06-29T00:00:00Z,35321,181,16.9,11.9,1004.3,1.4,14.2,6.5,10.3,NA,21.6,13,0.3,G,1,0,0,0,0,1.4,1.9,72.4
2012-06-30T00:00:00Z,32982,182,17.2,10.8,1008.9,5.9,16.9,6.8,10.3,14.4,21.6,13,0,G,1,0,0,0,0,1.3,2,66
2012-07-01T00:00:00Z,27438,183,14.8,9,1014.3,11.3,24.8,6.2,9.8,14.4,19.3,10.6,0,F,1,0,0,0,0,1.1,1.7,68.2
2012-07-02T00:00:00Z,24963,184,15.3,12.3,1015.1,12.2,15.1,4.8,7.7,11.8,18,12.4,0.3,G,1,0,0,0,0,1.4,1.7,82.3
2012-07-03T00:00:00Z,27163,185,16.6,14.8,1013.6,10.6,12.2,4.1,7.7,NA,19.3,15,4.3,G,1,0,0,0,0,1.7,1.9,89.1
2012-07-04T00:00:00Z,32433,186,18.2,15.7,1009.5,6.6,15,4.2,5.7,10.3,22.2,15.7,6.6,G,1,0,0,0,0,1.8,2.1,85.3
2012-07-05T00:00:00Z,40565,187,18.2,12.6,1009.4,6.5,18.2,2.8,4.6,NA,23,13.7,0.3,G,1,0,0,0,0,1.5,2.1,69.8
2012-07-06T00:00:00Z,24723,188,15.8,13.3,1007.5,4.5,13.4,3.2,5.7,9.3,19,14,0,G,1,0,0,1,0,1.5,1.8,85.1
2012-07-07T00:00:00Z,24782,189,15.7,12.3,1007,4,17.9,4.4,7.7,NA,19.4,12,8.6,G,1,0,0,0,0,1.4,1.8,80.2
2012-07-08T00:00:00Z,15855,190,16.8,13.2,1006.8,3.9,12.4,3,5.1,NA,22,14,0,G,1,0,0,0,0,1.5,1.9,79.3
2012-07-09T00:00:00Z,30523,191,16.2,13,1010.6,7.7,13,4.1,6.7,NA,19,14,2.5,G,1,0,0,0,0,1.5,1.8,81.3
2012-07-10T00:00:00Z,29723,192,15,11.9,1010.6,7.6,13.4,4,7.2,NA,18.7,12,0.3,G,1,0,0,1,0,1.4,1.7,81.7
2012-07-11T00:00:00Z,30544,193,15.1,10.3,1011,8,20.9,5,8.7,NA,20.2,11.8,6.1,G,1,0,0,0,0,1.3,1.7,73
2012-07-12T00:00:00Z,24736,194,13.9,10.1,1012.7,9.7,20.1,4.5,6.7,8.7,19.3,9.6,5.8,G,1,0,0,0,0,1.2,1.6,77.9
2012-07-13T00:00:00Z,28875,195,15.9,12.6,1002.1,999.1,13.4,4.9,7.2,NA,20.1,13,8.9,G,1,0,0,0,0,1.5,1.8,80.8
2012-07-14T00:00:00Z,17999,196,14.6,12.1,1005.8,2.9,15.1,3.4,4.6,NA,16.9,12.9,0,G,1,0,0,0,0,1.4,1.7,85
2012-07-15T00:00:00Z,29938,197,15.1,8.8,1015.8,12.8,19.8,3.9,6.2,NA,18.8,12,6.1,G,1,0,0,0,0,1.1,1.7,66
2012-07-16T00:00:00Z,24218,198,15.4,12.7,1020.8,17.8,15.3,6.2,10.3,13.9,18,12.8,0,G,1,0,0,0,0,1.5,1.7,83.9
2012-07-17T00:00:00Z,36788,199,18.6,14,1022.3,19.3,13.7,5.8,8.2,NA,23.8,13.7,1.8,G,1,0,0,0,0,1.6,2.1,74.6
2012-07-18T00:00:00Z,29841,200,16.7,13.9,1013.4,10.4,15.6,6,8.7,NA,19.2,14.5,0,G,1,0,0,0,0,1.6,1.9,83.6
2012-07-19T00:00:00Z,37032,201,16.7,11.1,1010.9,7.9,16.1,5.4,7.2,NA,20.3,13.1,1.5,G,1,0,0,0,0,1.3,1.9,69.5
2012-07-20T00:00:00Z,31187,202,15.4,10.7,1016.3,13.3,18.5,2.3,4.1,NA,19,12.4,0.3,G,1,0,0,0,0,1.3,1.7,73.6
2012-07-21T00:00:00Z,34776,203,16.2,9.4,1024.4,21.5,14.5,2.1,3.6,NA,20.7,11.7,2,G,0,0,0,0,0,1.2,1.8,64.1
2012-07-22T00:00:00Z,38620,204,17.8,10.4,1026.6,23.5,21.2,3.9,5.7,NA,23.3,12,0,G,0,0,0,0,0,1.3,2,61.9
2012-07-23T00:00:00Z,42309,205,20.3,10.2,1022.9,19.9,27,3.9,6.2,10.3,27.4,12.6,0,G,0,0,0,0,0,1.2,2.4,52.3
2012-07-24T00:00:00Z,45748,206,22.4,11.9,1017.7,14.8,16.7,2.2,4.6,NA,29,14.7,0,G,0,0,0,0,0,1.4,2.7,51.4
2012-07-25T00:00:00Z,45024,207,23.6,11.6,1016.6,13.7,15.3,2.5,5.1,NA,30.2,16.4,0,G,0,0,0,0,0,1.4,2.9,46.9
2012-07-26T00:00:00Z,46891,208,21.4,12,1017.9,14.9,13.8,3.3,5.7,NA,27.4,16,0,G,0,0,0,0,0,1.4,2.5,55
2012-07-27T00:00:00Z,42815,209,20.1,13.9,1012.6,9.7,10.9,2.2,4.6,NA,24.8,16,0,G,1,0,0,0,0,1.6,2.3,67.5
2012-07-28T00:00:00Z,44617,210,17.1,7.4,1010.7,7.8,17.5,3.7,6.7,NA,21.6,13,0,F,0,0,0,0,0,1,1.9,52.8
2012-07-29T00:00:00Z,26352,211,14.2,9.3,1011.8,8.8,15.1,4.4,7.7,NA,18.9,11,0,G,1,0,0,0,0,1.2,1.6,72.4
2012-07-30T00:00:00Z,41891,212,15.4,6.6,1015.3,12.3,17.1,5.2,8.7,NA,20.7,9.8,1.5,G,1,0,0,0,0,1,1.7,55.8
2012-07-31T00:00:00Z,35805,213,15.9,13.3,1014.3,11.3,13,4,6.7,NA,20.8,10.8,0,G,1,0,0,0,0,1.5,1.8,84.6
2012-08-01T00:00:00Z,41603,214,17.7,13.6,1008.5,5.6,15,4.1,7.2,12.3,23.6,12.8,0.5,G,1,0,0,0,0,1.6,2,76.9
2012-08-02T00:00:00Z,43183,215,18.1,12.7,1010.6,7.7,17.4,5.8,9.8,13.4,22.8,15,0.5,G,1,0,0,0,0,1.5,2.1,70.7
2012-08-03T00:00:00Z,43045,216,17,11.8,1012.2,9.2,15.8,5,8.7,NA,23,12,0,G,1,0,0,0,0,1.4,1.9,71.5
2012-08-04T00:00:00Z,39082,217,17.1,12.8,1009.9,6.9,14,4.5,7.7,11.8,21.3,14,2.3,G,1,0,0,0,0,1.5,1.9,75.8
2012-08-05T00:00:00Z,30150,218,16.2,12.6,1008,5,12.4,3.2,5.7,NA,21.5,12,1.5,G,1,1,0,0,0,1.5,1.8,79.2
2012-08-06T00:00:00Z,37198,219,17,12.6,1009.9,6.9,15.1,4.6,9.8,NA,22.3,14.7,1.5,G,1,0,0,0,0,1.5,1.9,75.3
2012-08-07T00:00:00Z,38134,220,15.3,11.3,1019.2,16.2,17.5,4.4,6.2,NA,20.3,11,2.3,G,1,0,0,0,0,1.3,1.7,77
2012-08-08T00:00:00Z,42263,221,19.3,14.3,1022.8,19.8,13.5,2.6,4.1,NA,23.7,14.7,0,G,1,0,0,0,0,1.6,2.2,72.8
2012-08-09T00:00:00Z,46050,222,20.3,12.1,1025.9,22.9,15,1.9,4.1,NA,26.3,13,0.3,G,0,0,0,0,0,1.4,2.4,59.3
2012-08-10T00:00:00Z,47102,223,20.7,13.1,1025.6,22.6,13.8,1.6,3.6,NA,27,14.8,0,G,0,0,0,0,0,1.5,2.4,61.8
2012-08-11T00:00:00Z,44111,224,19.1,11.8,1019.8,16.8,15,5,7.2,NA,24.1,14.7,0,G,0,0,0,0,0,1.4,2.2,62.6
2012-08-12T00:00:00Z,41734,225,20.2,13.6,1012.1,9.1,12.9,4.2,5.7,NA,26.9,15.3,0,G,0,0,0,0,0,1.6,2.4,65.8
2012-08-13T00:00:00Z,36101,226,18.6,14.7,1011.1,8.2,15.6,3.8,6.7,NA,23.8,14.6,0,G,1,0,0,0,0,1.7,2.1,78.1
2012-08-14T00:00:00Z,41532,227,20.5,14.8,1010.8,7.9,16.7,3.4,4.6,NA,25.1,17,2.8,G,1,0,0,0,0,1.7,2.4,69.8
2012-08-15T00:00:00Z,36557,228,19.5,14.4,1007.5,4.5,15.8,5.6,10.3,NA,23,17,0,G,1,0,0,0,0,1.6,2.3,72.4
2012-08-16T00:00:00Z,38181,229,18.9,12.8,1014.6,11.6,16.3,5,7.2,10.8,22.9,15.9,0.8,G,1,0,0,0,0,1.5,2.2,67.7
2012-08-17T00:00:00Z,40821,230,22.3,13.7,1013.7,10.8,20.9,4.8,8.2,NA,28.5,17.9,0,G,1,0,0,0,0,1.6,2.7,58.2
2012-08-18T00:00:00Z,40577,231,24.2,16,1013.6,10.7,14.8,3.3,6.2,NA,30.3,18.4,0,F,0,0,0,0,0,1.8,3,60.2
2012-08-19T00:00:00Z,35370,232,23.7,16.7,1015.1,12.2,15,3,6.7,8.7,30.5,17,0,G,1,0,NA,NA,NA,1.9,2.9,64.9
2012-08-20T00:00:00Z,37997,233,20.3,14.8,1019.5,16.5,16.1,3.5,6.2,NA,25.5,16.8,0,G,1,0,0,0,0,1.7,2.4,70.7
