date,series_id,value,maturity,duration
1987-12-01,TB6MS,6.36,6m,6-Month Treasury Bill
1988-01-01,TB6MS,6.25,6m,6-Month Treasury Bill
1988-02-01,TB6MS,5.93,6m,6-Month Treasury Bill
1988-03-01,TB6MS,5.91,6m,6-Month Treasury Bill
1988-04-01,TB6MS,6.21,6m,6-Month Treasury Bill
1988-05-01,TB6MS,6.56,6m,6-Month Treasury Bill
1988-06-01,TB6MS,6.71,6m,6-Month Treasury Bill
1988-07-01,TB6MS,6.99,6m,6-Month Treasury Bill
1988-08-01,TB6MS,7.39,6m,6-Month Treasury Bill
1988-09-01,TB6MS,7.43,6m,6-Month Treasury Bill
1988-10-01,TB6MS,7.5,6m,6-Month Treasury Bill
1988-11-01,TB6MS,7.86,6m,6-Month Treasury Bill
1988-12-01,TB6MS,8.22,6m,6-Month Treasury Bill
1989-01-01,TB6MS,8.36,6m,6-Month Treasury Bill
1989-02-01,TB6MS,8.55,6m,6-Month Treasury Bill
1989-03-01,TB6MS,8.85,6m,6-Month Treasury Bill
1989-04-01,TB6MS,8.65,6m,6-Month Treasury Bill
1989-05-01,TB6MS,8.41,6m,6-Month Treasury Bill
1989-06-01,TB6MS,7.93,6m,6-Month Treasury Bill
1989-07-01,TB6MS,7.61,6m,6-Month Treasury Bill
1989-08-01,TB6MS,7.74,6m,6-Month Treasury Bill
1989-09-01,TB6MS,7.74,6m,6-Month Treasury Bill
1989-10-01,TB6MS,7.62,6m,6-Month Treasury Bill
1989-11-01,TB6MS,7.49,6m,6-Month Treasury Bill
1989-12-01,TB6MS,7.42,6m,6-Month Treasury Bill
1990-01-01,TB6MS,7.55,6m,6-Month Treasury Bill
1990-02-01,TB6MS,7.7,6m,6-Month Treasury Bill
1990-03-01,TB6MS,7.85,6m,6-Month Treasury Bill
1990-04-01,TB6MS,7.84,6m,6-Month Treasury Bill
1990-05-01,TB6MS,7.76,6m,6-Month Treasury Bill
1990-06-01,TB6MS,7.63,6m,6-Month Treasury Bill
1990-07-01,TB6MS,7.52,6m,6-Month Treasury Bill
1990-08-01,TB6MS,7.38,6m,6-Month Treasury Bill
1990-09-01,TB6MS,7.32,6m,6-Month Treasury Bill
1990-10-01,TB6MS,7.16,6m,6-Month Treasury Bill
1990-11-01,TB6MS,7.03,6m,6-Month Treasury Bill
1990-12-01,TB6MS,6.7,6m,6-Month Treasury Bill
1991-01-01,TB6MS,6.28,6m,6-Month Treasury Bill
1991-02-01,TB6MS,5.93,6m,6-Month Treasury Bill
1991-03-01,TB6MS,5.92,6m,6-Month Treasury Bill
1991-04-01,TB6MS,5.71,6m,6-Month Treasury Bill
1991-05-01,TB6MS,5.61,6m,6-Month Treasury Bill
1991-06-01,TB6MS,5.75,6m,6-Month Treasury Bill
1991-07-01,TB6MS,5.7,6m,6-Month Treasury Bill
1991-08-01,TB6MS,5.39,6m,6-Month Treasury Bill
1991-09-01,TB6MS,5.25,6m,6-Month Treasury Bill
1991-10-01,TB6MS,5.04,6m,6-Month Treasury Bill
1991-11-01,TB6MS,4.61,6m,6-Month Treasury Bill
1991-12-01,TB6MS,4.1,6m,6-Month Treasury Bill
1992-01-01,TB6MS,3.87,6m,6-Month Treasury Bill
1992-02-01,TB6MS,3.93,6m,6-Month Treasury Bill
1992-03-01,TB6MS,4.18,6m,6-Month Treasury Bill
1992-04-01,TB6MS,3.87,6m,6-Month Treasury Bill
1992-05-01,TB6MS,3.75,6m,6-Month Treasury Bill
1992-06-01,TB6MS,3.77,6m,6-Month Treasury Bill
1992-07-01,TB6MS,3.28,6m,6-Month Treasury Bill
1992-08-01,TB6MS,3.21,6m,6-Month Treasury Bill
1992-09-01,TB6MS,2.96,6m,6-Month Treasury Bill
1992-10-01,TB6MS,3.04,6m,6-Month Treasury Bill
1992-11-01,TB6MS,3.34,6m,6-Month Treasury Bill
1992-12-01,TB6MS,3.36,6m,6-Month Treasury Bill
1993-01-01,TB6MS,3.14,6m,6-Month Treasury Bill
1993-02-01,TB6MS,3.07,6m,6-Month Treasury Bill
1993-03-01,TB6MS,3.05,6m,6-Month Treasury Bill
1993-04-01,TB6MS,2.97,6m,6-Month Treasury Bill
1993-05-01,TB6MS,3.07,6m,6-Month Treasury Bill
1993-06-01,TB6MS,3.2,6m,6-Month Treasury Bill
1993-07-01,TB6MS,3.16,6m,6-Month Treasury Bill
1993-08-01,TB6MS,3.14,6m,6-Month Treasury Bill
1993-09-01,TB6MS,3.06,6m,6-Month Treasury Bill
1993-10-01,TB6MS,3.12,6m,6-Month Treasury Bill
1993-11-01,TB6MS,3.26,6m,6-Month Treasury Bill
1993-12-01,TB6MS,3.23,6m,6-Month Treasury Bill
1994-01-01,TB6MS,3.15,6m,6-Month Treasury Bill
1994-02-01,TB6MS,3.43,6m,6-Month Treasury Bill
1994-03-01,TB6MS,3.78,6m,6-Month Treasury Bill
1994-04-01,TB6MS,4.09,6m,6-Month Treasury Bill
1994-05-01,TB6MS,4.6,6m,6-Month Treasury Bill
1994-06-01,TB6MS,4.55,6m,6-Month Treasury Bill
1994-07-01,TB6MS,4.75,6m,6-Month Treasury Bill
1994-08-01,TB6MS,4.88,6m,6-Month Treasury Bill
1994-09-01,TB6MS,5.04,6m,6-Month Treasury Bill
1994-10-01,TB6MS,5.39,6m,6-Month Treasury Bill
1994-11-01,TB6MS,5.72,6m,6-Month Treasury Bill
1994-12-01,TB6MS,6.21,6m,6-Month Treasury Bill
1995-01-01,TB6MS,6.21,6m,6-Month Treasury Bill
1995-02-01,TB6MS,6.03,6m,6-Month Treasury Bill
1995-03-01,TB6MS,5.89,6m,6-Month Treasury Bill
1995-04-01,TB6MS,5.77,6m,6-Month Treasury Bill
1995-05-01,TB6MS,5.67,6m,6-Month Treasury Bill
1995-06-01,TB6MS,5.42,6m,6-Month Treasury Bill
1995-07-01,TB6MS,5.37,6m,6-Month Treasury Bill
1995-08-01,TB6MS,5.41,6m,6-Month Treasury Bill
1995-09-01,TB6MS,5.3,6m,6-Month Treasury Bill
1995-10-01,TB6MS,5.32,6m,6-Month Treasury Bill
1995-11-01,TB6MS,5.27,6m,6-Month Treasury Bill
1995-12-01,TB6MS,5.13,6m,6-Month Treasury Bill
1996-01-01,TB6MS,4.92,6m,6-Month Treasury Bill
1996-02-01,TB6MS,4.77,6m,6-Month Treasury Bill
1996-03-01,TB6MS,4.96,6m,6-Month Treasury Bill
1996-04-01,TB6MS,5.06,6m,6-Month Treasury Bill
1996-05-01,TB6MS,5.12,6m,6-Month Treasury Bill
1996-06-01,TB6MS,5.25,6m,6-Month Treasury Bill
1996-07-01,TB6MS,5.3,6m,6-Month Treasury Bill
1996-08-01,TB6MS,5.13,6m,6-Month Treasury Bill
1996-09-01,TB6MS,5.24,6m,6-Month Treasury Bill
1996-10-01,TB6MS,5.11,6m,6-Month Treasury Bill
1996-11-01,TB6MS,5.07,6m,6-Month Treasury Bill
1996-12-01,TB6MS,5.04,6m,6-Month Treasury Bill
1997-01-01,TB6MS,5.1,6m,6-Month Treasury Bill
1997-02-01,TB6MS,5.06,6m,6-Month Treasury Bill
1997-03-01,TB6MS,5.26,6m,6-Month Treasury Bill
1997-04-01,TB6MS,5.37,6m,6-Month Treasury Bill
1997-05-01,TB6MS,5.3,6m,6-Month Treasury Bill
1997-06-01,TB6MS,5.13,6m,6-Month Treasury Bill
1997-07-01,TB6MS,5.12,6m,6-Month Treasury Bill
1997-08-01,TB6MS,5.19,6m,6-Month Treasury Bill
1997-09-01,TB6MS,5.09,6m,6-Month Treasury Bill
1997-10-01,TB6MS,5.09,6m,6-Month Treasury Bill
1997-11-01,TB6MS,5.17,6m,6-Month Treasury Bill
1997-12-01,TB6MS,5.24,6m,6-Month Treasury Bill
1998-01-01,TB6MS,5.03,6m,6-Month Treasury Bill
1998-02-01,TB6MS,5.07,6m,6-Month Treasury Bill
1998-03-01,TB6MS,5.04,6m,6-Month Treasury Bill
1998-04-01,TB6MS,5.06,6m,6-Month Treasury Bill
1998-05-01,TB6MS,5.14,6m,6-Month Treasury Bill
1998-06-01,TB6MS,5.12,6m,6-Month Treasury Bill
1998-07-01,TB6MS,5.03,6m,6-Month Treasury Bill
1998-08-01,TB6MS,4.95,6m,6-Month Treasury Bill
1998-09-01,TB6MS,4.63,6m,6-Month Treasury Bill
1998-10-01,TB6MS,4.05,6m,6-Month Treasury Bill
1998-11-01,TB6MS,4.42,6m,6-Month Treasury Bill
1998-12-01,TB6MS,4.4,6m,6-Month Treasury Bill
1999-01-01,TB6MS,4.33,6m,6-Month Treasury Bill
1999-02-01,TB6MS,4.44,6m,6-Month Treasury Bill
1999-03-01,TB6MS,4.47,6m,6-Month Treasury Bill
1999-04-01,TB6MS,4.37,6m,6-Month Treasury Bill
1999-05-01,TB6MS,4.56,6m,6-Month Treasury Bill
1999-06-01,TB6MS,4.82,6m,6-Month Treasury Bill
1999-07-01,TB6MS,4.58,6m,6-Month Treasury Bill
1999-08-01,TB6MS,4.87,6m,6-Month Treasury Bill
1999-09-01,TB6MS,4.88,6m,6-Month Treasury Bill
1999-10-01,TB6MS,4.98,6m,6-Month Treasury Bill
1999-11-01,TB6MS,5.2,6m,6-Month Treasury Bill
1999-12-01,TB6MS,5.44,6m,6-Month Treasury Bill
2000-01-01,TB6MS,5.5,6m,6-Month Treasury Bill
2000-02-01,TB6MS,5.72,6m,6-Month Treasury Bill
2000-03-01,TB6MS,5.85,6m,6-Month Treasury Bill
2000-04-01,TB6MS,5.81,6m,6-Month Treasury Bill
2000-05-01,TB6MS,6.1,6m,6-Month Treasury Bill
2000-06-01,TB6MS,5.97,6m,6-Month Treasury Bill
2000-07-01,TB6MS,6,6m,6-Month Treasury Bill
2000-08-01,TB6MS,6.07,6m,6-Month Treasury Bill
2000-09-01,TB6MS,5.98,6m,6-Month Treasury Bill
2000-10-01,TB6MS,6.04,6m,6-Month Treasury Bill
2000-11-01,TB6MS,6.06,6m,6-Month Treasury Bill
2000-12-01,TB6MS,5.68,6m,6-Month Treasury Bill
2001-01-01,TB6MS,4.95,6m,6-Month Treasury Bill
2001-02-01,TB6MS,4.71,6m,6-Month Treasury Bill
2001-03-01,TB6MS,4.28,6m,6-Month Treasury Bill
2001-04-01,TB6MS,3.85,6m,6-Month Treasury Bill
2001-05-01,TB6MS,3.62,6m,6-Month Treasury Bill
2001-06-01,TB6MS,3.45,6m,6-Month Treasury Bill
2001-07-01,TB6MS,3.45,6m,6-Month Treasury Bill
2001-08-01,TB6MS,3.29,6m,6-Month Treasury Bill
2001-09-01,TB6MS,2.63,6m,6-Month Treasury Bill
2001-10-01,TB6MS,2.12,6m,6-Month Treasury Bill
2001-11-01,TB6MS,1.88,6m,6-Month Treasury Bill
2001-12-01,TB6MS,1.78,6m,6-Month Treasury Bill
2002-01-01,TB6MS,1.73,6m,6-Month Treasury Bill
2002-02-01,TB6MS,1.82,6m,6-Month Treasury Bill
2002-03-01,TB6MS,2,6m,6-Month Treasury Bill
2002-04-01,TB6MS,1.92,6m,6-Month Treasury Bill
2002-05-01,TB6MS,1.86,6m,6-Month Treasury Bill
2002-06-01,TB6MS,1.79,6m,6-Month Treasury Bill
2002-07-01,TB6MS,1.69,6m,6-Month Treasury Bill
2002-08-01,TB6MS,1.6,6m,6-Month Treasury Bill
2002-09-01,TB6MS,1.6,6m,6-Month Treasury Bill
2002-10-01,TB6MS,1.56,6m,6-Month Treasury Bill
2002-11-01,TB6MS,1.27,6m,6-Month Treasury Bill
2002-12-01,TB6MS,1.24,6m,6-Month Treasury Bill
2003-01-01,TB6MS,1.2,6m,6-Month Treasury Bill
2003-02-01,TB6MS,1.18,6m,6-Month Treasury Bill
2003-03-01,TB6MS,1.13,6m,6-Month Treasury Bill
2003-04-01,TB6MS,1.14,6m,6-Month Treasury Bill
2003-05-01,TB6MS,1.08,6m,6-Month Treasury Bill
2003-06-01,TB6MS,0.92,6m,6-Month Treasury Bill
2003-07-01,TB6MS,0.95,6m,6-Month Treasury Bill
2003-08-01,TB6MS,1.03,6m,6-Month Treasury Bill
2003-09-01,TB6MS,1.01,6m,6-Month Treasury Bill
2003-10-01,TB6MS,1,6m,6-Month Treasury Bill
2003-11-01,TB6MS,1.02,6m,6-Month Treasury Bill
2003-12-01,TB6MS,0.99,6m,6-Month Treasury Bill
2004-01-01,TB6MS,0.97,6m,6-Month Treasury Bill
2004-02-01,TB6MS,0.99,6m,6-Month Treasury Bill
2004-03-01,TB6MS,0.99,6m,6-Month Treasury Bill
2004-04-01,TB6MS,1.09,6m,6-Month Treasury Bill
2004-05-01,TB6MS,1.31,6m,6-Month Treasury Bill
2004-06-01,TB6MS,1.6,6m,6-Month Treasury Bill
2004-07-01,TB6MS,1.66,6m,6-Month Treasury Bill
2004-08-01,TB6MS,1.72,6m,6-Month Treasury Bill
2004-09-01,TB6MS,1.87,6m,6-Month Treasury Bill
2004-10-01,TB6MS,2,6m,6-Month Treasury Bill
2004-11-01,TB6MS,2.27,6m,6-Month Treasury Bill
2004-12-01,TB6MS,2.43,6m,6-Month Treasury Bill
2005-01-01,TB6MS,2.61,6m,6-Month Treasury Bill
2005-02-01,TB6MS,2.77,6m,6-Month Treasury Bill
2005-03-01,TB6MS,3,6m,6-Month Treasury Bill
2005-04-01,TB6MS,3.05,6m,6-Month Treasury Bill
2005-05-01,TB6MS,3.08,6m,6-Month Treasury Bill
2005-06-01,TB6MS,3.13,6m,6-Month Treasury Bill
2005-07-01,TB6MS,3.42,6m,6-Month Treasury Bill
2005-08-01,TB6MS,3.66,6m,6-Month Treasury Bill
2005-09-01,TB6MS,3.67,6m,6-Month Treasury Bill
2005-10-01,TB6MS,3.99,6m,6-Month Treasury Bill
2005-11-01,TB6MS,4.15,6m,6-Month Treasury Bill
2005-12-01,TB6MS,4.18,6m,6-Month Treasury Bill
2006-01-01,TB6MS,4.31,6m,6-Month Treasury Bill
2006-02-01,TB6MS,4.52,6m,6-Month Treasury Bill
2006-03-01,TB6MS,4.62,6m,6-Month Treasury Bill
2006-04-01,TB6MS,4.72,6m,6-Month Treasury Bill
2006-05-01,TB6MS,4.82,6m,6-Month Treasury Bill
2006-06-01,TB6MS,4.97,6m,6-Month Treasury Bill
2006-07-01,TB6MS,5.06,6m,6-Month Treasury Bill
2006-08-01,TB6MS,4.97,6m,6-Month Treasury Bill
2006-09-01,TB6MS,4.89,6m,6-Month Treasury Bill
2006-10-01,TB6MS,4.92,6m,6-Month Treasury Bill
2006-11-01,TB6MS,4.95,6m,6-Month Treasury Bill
2006-12-01,TB6MS,4.88,6m,6-Month Treasury Bill
2007-01-01,TB6MS,4.95,6m,6-Month Treasury Bill
2007-02-01,TB6MS,4.96,6m,6-Month Treasury Bill
2007-03-01,TB6MS,4.89,6m,6-Month Treasury Bill
2007-04-01,TB6MS,4.86,6m,6-Month Treasury Bill
2007-05-01,TB6MS,4.78,6m,6-Month Treasury Bill
2007-06-01,TB6MS,4.76,6m,6-Month Treasury Bill
2007-07-01,TB6MS,4.83,6m,6-Month Treasury Bill
2007-08-01,TB6MS,4.38,6m,6-Month Treasury Bill
2007-09-01,TB6MS,4.05,6m,6-Month Treasury Bill
2007-10-01,TB6MS,4.01,6m,6-Month Treasury Bill
2007-11-01,TB6MS,3.46,6m,6-Month Treasury Bill
2007-12-01,TB6MS,3.23,6m,6-Month Treasury Bill
2008-01-01,TB6MS,2.75,6m,6-Month Treasury Bill
2008-02-01,TB6MS,2.04,6m,6-Month Treasury Bill
2008-03-01,TB6MS,1.48,6m,6-Month Treasury Bill
2008-04-01,TB6MS,1.55,6m,6-Month Treasury Bill
2008-05-01,TB6MS,1.82,6m,6-Month Treasury Bill
2008-06-01,TB6MS,2.13,6m,6-Month Treasury Bill
2008-07-01,TB6MS,1.93,6m,6-Month Treasury Bill
2008-08-01,TB6MS,1.92,6m,6-Month Treasury Bill
2008-09-01,TB6MS,1.61,6m,6-Month Treasury Bill
2008-10-01,TB6MS,1.2,6m,6-Month Treasury Bill
2008-11-01,TB6MS,0.73,6m,6-Month Treasury Bill
2008-12-01,TB6MS,0.26,6m,6-Month Treasury Bill
2009-01-01,TB6MS,0.3,6m,6-Month Treasury Bill
2009-02-01,TB6MS,0.45,6m,6-Month Treasury Bill
2009-03-01,TB6MS,0.42,6m,6-Month Treasury Bill
2009-04-01,TB6MS,0.35,6m,6-Month Treasury Bill
2009-05-01,TB6MS,0.3,6m,6-Month Treasury Bill
2009-06-01,TB6MS,0.31,6m,6-Month Treasury Bill
2009-07-01,TB6MS,0.27,6m,6-Month Treasury Bill
2009-08-01,TB6MS,0.26,6m,6-Month Treasury Bill
2009-09-01,TB6MS,0.21,6m,6-Month Treasury Bill
2009-10-01,TB6MS,0.16,6m,6-Month Treasury Bill
2009-11-01,TB6MS,0.15,6m,6-Month Treasury Bill
2009-12-01,TB6MS,0.17,6m,6-Month Treasury Bill
2010-01-01,TB6MS,0.15,6m,6-Month Treasury Bill
2010-02-01,TB6MS,0.18,6m,6-Month Treasury Bill
2010-03-01,TB6MS,0.22,6m,6-Month Treasury Bill
2010-04-01,TB6MS,0.24,6m,6-Month Treasury Bill
2010-05-01,TB6MS,0.22,6m,6-Month Treasury Bill
2010-06-01,TB6MS,0.19,6m,6-Month Treasury Bill
2010-07-01,TB6MS,0.2,6m,6-Month Treasury Bill
2010-08-01,TB6MS,0.19,6m,6-Month Treasury Bill
2010-09-01,TB6MS,0.19,6m,6-Month Treasury Bill
2010-10-01,TB6MS,0.18,6m,6-Month Treasury Bill
2010-11-01,TB6MS,0.18,6m,6-Month Treasury Bill
2010-12-01,TB6MS,0.19,6m,6-Month Treasury Bill
2011-01-01,TB6MS,0.18,6m,6-Month Treasury Bill
2011-02-01,TB6MS,0.17,6m,6-Month Treasury Bill
2011-03-01,TB6MS,0.16,6m,6-Month Treasury Bill
2011-04-01,TB6MS,0.12,6m,6-Month Treasury Bill
2011-05-01,TB6MS,0.09,6m,6-Month Treasury Bill
2011-06-01,TB6MS,0.1,6m,6-Month Treasury Bill
2011-07-01,TB6MS,0.08,6m,6-Month Treasury Bill
2011-08-01,TB6MS,0.06,6m,6-Month Treasury Bill
2011-09-01,TB6MS,0.04,6m,6-Month Treasury Bill
2011-10-01,TB6MS,0.05,6m,6-Month Treasury Bill
2011-11-01,TB6MS,0.05,6m,6-Month Treasury Bill
2011-12-01,TB6MS,0.05,6m,6-Month Treasury Bill
2012-01-01,TB6MS,0.07,6m,6-Month Treasury Bill
2012-02-01,TB6MS,0.12,6m,6-Month Treasury Bill
2012-03-01,TB6MS,0.14,6m,6-Month Treasury Bill
2012-04-01,TB6MS,0.14,6m,6-Month Treasury Bill
2012-05-01,TB6MS,0.15,6m,6-Month Treasury Bill
2012-06-01,TB6MS,0.15,6m,6-Month Treasury Bill
2012-07-01,TB6MS,0.15,6m,6-Month Treasury Bill
2012-08-01,TB6MS,0.14,6m,6-Month Treasury Bill
2012-09-01,TB6MS,0.14,6m,6-Month Treasury Bill
2012-10-01,TB6MS,0.15,6m,6-Month Treasury Bill
2012-11-01,TB6MS,0.14,6m,6-Month Treasury Bill
2012-12-01,TB6MS,0.12,6m,6-Month Treasury Bill
2013-01-01,TB6MS,0.11,6m,6-Month Treasury Bill
2013-02-01,TB6MS,0.12,6m,6-Month Treasury Bill
2013-03-01,TB6MS,0.11,6m,6-Month Treasury Bill
2013-04-01,TB6MS,0.09,6m,6-Month Treasury Bill
2013-05-01,TB6MS,0.08,6m,6-Month Treasury Bill
2013-06-01,TB6MS,0.09,6m,6-Month Treasury Bill
2013-07-01,TB6MS,0.07,6m,6-Month Treasury Bill
2013-08-01,TB6MS,0.07,6m,6-Month Treasury Bill
2013-09-01,TB6MS,0.04,6m,6-Month Treasury Bill
2013-10-01,TB6MS,0.08,6m,6-Month Treasury Bill
2013-11-01,TB6MS,0.1,6m,6-Month Treasury Bill
2013-12-01,TB6MS,0.1,6m,6-Month Treasury Bill
2014-01-01,TB6MS,0.07,6m,6-Month Treasury Bill
2014-02-01,TB6MS,0.08,6m,6-Month Treasury Bill
2014-03-01,TB6MS,0.08,6m,6-Month Treasury Bill
2014-04-01,TB6MS,0.05,6m,6-Month Treasury Bill
2014-05-01,TB6MS,0.05,6m,6-Month Treasury Bill
2014-06-01,TB6MS,0.06,6m,6-Month Treasury Bill
2014-07-01,TB6MS,0.06,6m,6-Month Treasury Bill
2014-08-01,TB6MS,0.05,6m,6-Month Treasury Bill
2014-09-01,TB6MS,0.04,6m,6-Month Treasury Bill
2014-10-01,TB6MS,0.05,6m,6-Month Treasury Bill
2014-11-01,TB6MS,0.07,6m,6-Month Treasury Bill
2014-12-01,TB6MS,0.11,6m,6-Month Treasury Bill
2015-01-01,TB6MS,0.08,6m,6-Month Treasury Bill
2015-02-01,TB6MS,0.07,6m,6-Month Treasury Bill
2015-03-01,TB6MS,0.11,6m,6-Month Treasury Bill
2015-04-01,TB6MS,0.09,6m,6-Month Treasury Bill
2015-05-01,TB6MS,0.08,6m,6-Month Treasury Bill
2015-06-01,TB6MS,0.09,6m,6-Month Treasury Bill
2015-07-01,TB6MS,0.12,6m,6-Month Treasury Bill
2015-08-01,TB6MS,0.22,6m,6-Month Treasury Bill
2015-09-01,TB6MS,0.18,6m,6-Month Treasury Bill
2015-10-01,TB6MS,0.11,6m,6-Month Treasury Bill
2015-11-01,TB6MS,0.32,6m,6-Month Treasury Bill
2015-12-01,TB6MS,0.49,6m,6-Month Treasury Bill
2016-01-01,TB6MS,0.43,6m,6-Month Treasury Bill
2016-02-01,TB6MS,0.44,6m,6-Month Treasury Bill
2016-03-01,TB6MS,0.46,6m,6-Month Treasury Bill
2016-04-01,TB6MS,0.37,6m,6-Month Treasury Bill
2016-05-01,TB6MS,0.41,6m,6-Month Treasury Bill
2016-06-01,TB6MS,0.4,6m,6-Month Treasury Bill
2016-07-01,TB6MS,0.39,6m,6-Month Treasury Bill
2016-08-01,TB6MS,0.44,6m,6-Month Treasury Bill
2016-09-01,TB6MS,0.46,6m,6-Month Treasury Bill
2016-10-01,TB6MS,0.47,6m,6-Month Treasury Bill
2016-11-01,TB6MS,0.57,6m,6-Month Treasury Bill
2016-12-01,TB6MS,0.63,6m,6-Month Treasury Bill
2017-01-01,TB6MS,0.61,6m,6-Month Treasury Bill
2017-02-01,TB6MS,0.64,6m,6-Month Treasury Bill
2017-03-01,TB6MS,0.87,6m,6-Month Treasury Bill
2017-04-01,TB6MS,0.93,6m,6-Month Treasury Bill
2017-05-01,TB6MS,1.02,6m,6-Month Treasury Bill
2017-06-01,TB6MS,1.09,6m,6-Month Treasury Bill
2017-07-01,TB6MS,1.11,6m,6-Month Treasury Bill
2017-08-01,TB6MS,1.11,6m,6-Month Treasury Bill
2017-09-01,TB6MS,1.15,6m,6-Month Treasury Bill
2017-10-01,TB6MS,1.23,6m,6-Month Treasury Bill
2017-11-01,TB6MS,1.36,6m,6-Month Treasury Bill
2017-12-01,TB6MS,1.47,6m,6-Month Treasury Bill
2018-01-01,TB6MS,1.59,6m,6-Month Treasury Bill
2018-02-01,TB6MS,1.75,6m,6-Month Treasury Bill
2018-03-01,TB6MS,1.87,6m,6-Month Treasury Bill
2018-04-01,TB6MS,1.93,6m,6-Month Treasury Bill
2018-05-01,TB6MS,2.02,6m,6-Month Treasury Bill
2018-06-01,TB6MS,2.06,6m,6-Month Treasury Bill
2018-07-01,TB6MS,2.11,6m,6-Month Treasury Bill
2018-08-01,TB6MS,2.19,6m,6-Month Treasury Bill
2018-09-01,TB6MS,2.29,6m,6-Month Treasury Bill
2018-10-01,TB6MS,2.4,6m,6-Month Treasury Bill
2018-11-01,TB6MS,2.46,6m,6-Month Treasury Bill
2018-12-01,TB6MS,2.48,6m,6-Month Treasury Bill
2019-01-01,TB6MS,2.45,6m,6-Month Treasury Bill
2019-02-01,TB6MS,2.44,6m,6-Month Treasury Bill
2019-03-01,TB6MS,2.44,6m,6-Month Treasury Bill
2019-04-01,TB6MS,2.39,6m,6-Month Treasury Bill
2019-05-01,TB6MS,2.35,6m,6-Month Treasury Bill
2019-06-01,TB6MS,2.11,6m,6-Month Treasury Bill
2019-07-01,TB6MS,2.03,6m,6-Month Treasury Bill
2019-08-01,TB6MS,1.88,6m,6-Month Treasury Bill
2019-09-01,TB6MS,1.84,6m,6-Month Treasury Bill
2019-10-01,TB6MS,1.62,6m,6-Month Treasury Bill
2019-11-01,TB6MS,1.55,6m,6-Month Treasury Bill
2019-12-01,TB6MS,1.54,6m,6-Month Treasury Bill
2020-01-01,TB6MS,1.52,6m,6-Month Treasury Bill
2020-02-01,TB6MS,1.47,6m,6-Month Treasury Bill
2020-03-01,TB6MS,0.29,6m,6-Month Treasury Bill
2020-04-01,TB6MS,0.17,6m,6-Month Treasury Bill
2020-05-01,TB6MS,0.15,6m,6-Month Treasury Bill
2020-06-01,TB6MS,0.18,6m,6-Month Treasury Bill
2020-07-01,TB6MS,0.14,6m,6-Month Treasury Bill
2020-08-01,TB6MS,0.12,6m,6-Month Treasury Bill
2020-09-01,TB6MS,0.12,6m,6-Month Treasury Bill
2020-10-01,TB6MS,0.11,6m,6-Month Treasury Bill
2020-11-01,TB6MS,0.1,6m,6-Month Treasury Bill
2020-12-01,TB6MS,0.09,6m,6-Month Treasury Bill
2021-01-01,TB6MS,0.09,6m,6-Month Treasury Bill
2021-02-01,TB6MS,0.06,6m,6-Month Treasury Bill
2021-03-01,TB6MS,0.05,6m,6-Month Treasury Bill
2021-04-01,TB6MS,0.04,6m,6-Month Treasury Bill
2021-05-01,TB6MS,0.04,6m,6-Month Treasury Bill
2021-06-01,TB6MS,0.05,6m,6-Month Treasury Bill
2021-07-01,TB6MS,0.05,6m,6-Month Treasury Bill
2021-08-01,TB6MS,0.06,6m,6-Month Treasury Bill
1960-01-01,GS1,5.03,1y,1-Year Treasury Rate
1960-02-01,GS1,4.66,1y,1-Year Treasury Rate
1960-03-01,GS1,4.02,1y,1-Year Treasury Rate
1960-04-01,GS1,4.04,1y,1-Year Treasury Rate
1960-05-01,GS1,4.21,1y,1-Year Treasury Rate
1960-06-01,GS1,3.36,1y,1-Year Treasury Rate
1960-07-01,GS1,3.2,1y,1-Year Treasury Rate
1960-08-01,GS1,2.95,1y,1-Year Treasury Rate
1960-09-01,GS1,3.07,1y,1-Year Treasury Rate
1960-10-01,GS1,3.04,1y,1-Year Treasury Rate
1960-11-01,GS1,3.08,1y,1-Year Treasury Rate
1960-12-01,GS1,2.86,1y,1-Year Treasury Rate
1961-01-01,GS1,2.81,1y,1-Year Treasury Rate
1961-02-01,GS1,2.93,1y,1-Year Treasury Rate
1961-03-01,GS1,2.88,1y,1-Year Treasury Rate
1961-04-01,GS1,2.88,1y,1-Year Treasury Rate
1961-05-01,GS1,2.87,1y,1-Year Treasury Rate
1961-06-01,GS1,3.06,1y,1-Year Treasury Rate
1961-07-01,GS1,2.92,1y,1-Year Treasury Rate
1961-08-01,GS1,3.06,1y,1-Year Treasury Rate
1961-09-01,GS1,3.06,1y,1-Year Treasury Rate
1961-10-01,GS1,3.05,1y,1-Year Treasury Rate
1961-11-01,GS1,3.07,1y,1-Year Treasury Rate
1961-12-01,GS1,3.18,1y,1-Year Treasury Rate
1962-01-01,GS1,3.28,1y,1-Year Treasury Rate
1962-02-01,GS1,3.28,1y,1-Year Treasury Rate
1962-03-01,GS1,3.06,1y,1-Year Treasury Rate
1962-04-01,GS1,2.99,1y,1-Year Treasury Rate
1962-05-01,GS1,3.03,1y,1-Year Treasury Rate
1962-06-01,GS1,3.03,1y,1-Year Treasury Rate
1962-07-01,GS1,3.29,1y,1-Year Treasury Rate
1962-08-01,GS1,3.2,1y,1-Year Treasury Rate
1962-09-01,GS1,3.06,1y,1-Year Treasury Rate
1962-10-01,GS1,2.98,1y,1-Year Treasury Rate
